Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION
ef58ea08-d883-3957-8300-150554edc8fb,HEALTHALLIANCE HOSPITALS  INC,60 HOSPITAL ROAD,LEOMINSTER,MA,01453,42.520838,-71.770876,9784662000,0.0,6248
69176529-fd1f-3b3f-abce-a0a3626769eb,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,02138,42.375967,-71.118275,6174923500,0.0,14227
5e765f2b-e908-3888-9fc7-df2cb87beb58,STURDY MEMORIAL HOSPITAL,211 PARK STREET,ATTLEBORO,MA,02703,41.931653,-71.294503,5082225200,0.0,8512
f1fbcbfb-fcfa-3bd2-b7f4-df20f1b3c3a4,LAWRENCE GENERAL HOSPITAL,ONE GENERAL STREET,LAWRENCE,MA,01842,42.700273,-71.161357,9786834000,0.0,10936
e002090d-4e92-300e-b41e-7d1f21dee4c6,CAMBRIDGE HEALTH ALLIANCE,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,02138,42.375967,-71.118275,6176652300,0.0,16938
ef6ab57c-ed94-3dbe-9861-812d515918b3,CAPE COD HOSPITAL,88 LEWIS BAY ROAD,HYANNIS,MA,02601,41.748854,-70.74053599999998,5087711800,0.0,7577
49318f80-bd8b-3fc7-a096-ac43088b0c12,COOLEY DICKINSON HOSPITAL INC THE,30 LOCUST STREET,NORTHAMPTON,MA,01060,42.327044,-72.67463000000002,4135822000,0.0,9413
fbf6180e-b800-3ebe-b91d-93d0288c400e,BAYSTATE FRANKLIN MEDICAL CENTER,164 HIGH STREET,GREENFIELD,MA,01301,42.614671,-72.597063,4137730211,0.0,4608
8b58cdd1-3d79-3126-8fe0-da2c54d6805c,CARNEY HOSPITAL,2100 DORCHESTER AVENUE,BOSTON,MA,02124,42.33196,-71.020173,6175062000,0.0,1084
4bdaa4c2-c664-3089-aee2-7137abbad27f,HARRINGTON MEMORIAL HOSPITAL-1,100 SOUTH STREET,SOUTHBRIDGE,MA,01550,42.059669,-72.03404,5087659771,0.0,4350
ecc51621-0af3-3b35-ac3e-8b1e34022e92,SAINT ANNE'S HOSPITAL,795 MIDDLE STREET,FALL RIVER,MA,02721,41.725351,-71.094162,5086745600,0.0,9096
5d4b9df1-93ae-3bc9-b680-03249990e558,HOLYOKE MEDICAL CENTER,575 BEECH STREET,HOLYOKE,MA,01040,42.211656,-72.642448,4135342500,0.0,12189
37b4d73f-652d-3033-a16e-d97b9e8b4cda,ANNA JAQUES HOSPITAL,25 HIGHLAND AVENUE,NEWBURYPORT,MA,01950,42.812141,-70.886646,9784631000,0.0,6213
5844ad77-f653-3c2b-b7dd-e97576ab3b03,BAYSTATE WING HOSPITAL AND MEDICAL CENTERS,40 WRIGHT STREET,PALMER,MA,01069,42.187794,-72.30846899999997,4132837651,0.0,3779
08bcda9c-f8c8-3244-82d4-fc306a7a55d3,BOSTON MEDICAL CENTER CORPORATION-,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,02118,42.33196,-71.020173,6176388000,0.0,1807
37c0de84-bcaf-3624-82bf-a89b2ac441b8,BEVERLY HOSPITAL CORPORATION,85 HERRICK STREET,BEVERLY,MA,01915,42.556659,-70.84496,9789223000,0.0,8507
4861d01f-019c-3dac-a153-8334e50919f9,NORTH SHORE MEDICAL CENTER -,81 HIGHLAND AVENUE,SALEM,MA,01970,42.50128,-70.897502,9787411215,0.0,13621
a0b6ec0c-e587-3b2a-bf9f-248849f29ee5,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,02135,42.33196,-71.020173,6177893000,0.0,1591
4f3a530e-a2f7-3de0-9a09-c0a70a9ab894,BERKSHIRE MEDICAL CENTER INC - 1,725 NORTH STREET,PITTSFIELD,MA,01201,42.452045,-73.26054,4134472000,0.0,7658
f71ce1a9-cca7-3295-9a1e-c88ac3479b6f,MARLBOROUGH HOSPITAL,157 UNION STREET,MARLBOROUGH,MA,01752,42.349617,-71.547214,5084815000,0.0,8498
c44f361c-2efb-3050-8f97-0354a12e2920,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,680 CENTER STREET,BROCKTON,MA,02302,42.082543,-71.024638,5089417000,0.0,11531
331f4c11-d298-308b-aaa1-d7825b29b57f,CLINTON HOSPITAL ASSOCIATION,201 HIGHLAND STREET,CLINTON,MA,01510,42.411887,-71.690005,9783683000,0.0,4184
b1ddf812-1fdd-3adf-b1d5-32cc8bd07ebb,BETH ISRAEL DEACONESS HOSPITAL - PLYMOUTH,275 SANDWICH STREET,PLYMOUTH,MA,02360,41.897892,-70.62403,5087462000,0.0,14109
6be05ccf-ef94-341f-a2a3-1cf9bfde1b18,ADCARE HOSPITAL OF WORCESTER INC,107 LINCOLN STREET,WORCESTER,MA,01605,42.269478,-71.807783,5087999000,0.0,4576
b0e04623-b02c-3f8b-92ea-943fc4db60da,LOWELL GENERAL HOSPITAL,295 VARNUM AVENUE,LOWELL,MA,01854,42.638893,-71.32210699999997,9789376000,0.0,17726
ebc3f5c4-6700-34af-8323-85621c313726,NOBLE HOSPITAL,115 WEST SILVER STREET,WESTFIELD,MA,01085,42.138838,-72.755911,4135682811,0.0,4780
fd328395-ab1d-35c6-a2d0-d05a9a79cf11,MERCY MEDICAL CTR,271 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,4137489000,0.0,6205
d692e283-0833-3201-8e55-4f868a9c0736,HALLMARK HEALTH SYSTEM,585 LEBANON STREET,MELROSE,MA,02176,42.455723,-71.05901899999998,7819793000,0.0,19345
d78e84ec-30aa-3bba-a33a-f29a3a454662,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,02114,42.33196,-71.020173,6177262000,0.0,2335
8ad64ecf-c817-3753-bee7-006a8e662e06,MORTON HOSPITAL,88 WASHINGTON STREET,TAUNTON,MA,02780,41.903323,-71.094984,5088287000,0.0,6402
23834663-ed53-3da9-b330-d6e1ecb8428e,SOUTHCOAST HOSPITAL GROUP  INC,363 HIGHLAND AVENUE,FALL RIVER,MA,02720,41.725351,-71.094162,5086793131,0.0,7958
44bef9d3-91c2-3005-93e0-ccf436348ff0,MASSACHUSETTS EYE AND EAR INFIRMARY -,243 CHARLES STREET,BOSTON,MA,02114,42.33196,-71.020173,6175237900,0.0,1907
60457c13-adb2-3415-82c5-86ab5dab5f93,BAYSTATE MEDICAL CENTER,759 CHESTNUT STREET,SPRINGFIELD,MA,01199,42.115454,-72.539978,4137940000,0.0,5907
a9f20dc1-5147-3789-bcef-bbecb41c5983,HOLY FAMILY HOSPITAL,70 EAST STREET,METHUEN,MA,01844,42.742751,-71.178588,9786870156,0.0,6118
7fb56531-86bd-3e4a-8619-4df9942da309,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,148 CHESTNUT STREET,NEEDHAM,MA,02494,42.281593,-71.242414,7814533002,0.0,5909
03347b4d-994e-302b-848b-58019a4e274d,EMERSON HOSPITAL -,133 OLD ROAD TO 9 ACRE CORNER,W CONCORD,MA,01742,42.269478,-71.807783,9783691400,0.0,5153
cb6a50e0-af76-3758-99ad-3200ede03fff,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,02215,42.33196,-71.020173,6176677000,0.0,1631
9a7149fa-49fc-3c87-b935-d29c55808717,NEW ENGLAND BAPTIST HOSPITAL,125 PARKER HILL AVENUE,BOSTON,MA,02120,42.33196,-71.020173,6177545800,0.0,1834
24cb4eab-6166-3530-bddc-a5a8a14a4fc1,MILFORD REGIONAL MEDICAL CENTER,14 PROSPECT STREET,MILFORD,MA,01757,42.158692,-71.521419,5084731190,0.0,12826
e44f438a-601b-30fb-85eb-bfaf8ddcb5ad,HEYWOOD HOSPITAL -,242 GREEN STREET,GARDNER,MA,01440,42.586516,-71.988062,9786323420,0.0,3259
ac8356a5-78f8-3a63-8a1e-59e832fd54e7,NASHOBA VALLEY MEDICAL CENTER,200 GROTON ROAD,AYER,MA,01432,42.562221,-71.58484399999998,9787849000,0.0,4357
db0acede-4abe-3c01-8d03-5c68a190d8c7,SOUTH SHORE HOSPITAL,55 FOGG ROAD,SOUTH WEYMOUTH,MA,02190,42.24158900000001,-71.082651,7813408000,0.0,10798
3d10019f-c88e-3de5-9916-6107b9c0263d,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,02462,42.331876,-71.208402,6172436000,0.0,14496
f4e7709c-02f6-37ca-aeea-8247d74e88e7,WINCHESTER HOSPITAL,41 HIGHLAND AVENUE,WINCHESTER,MA,01890,42.452752,-71.144319,7817299000,0.0,9598
12c9daf5-a29c-36c9-ac55-28972463e566,BETH ISRAEL DEACONESS HOSPITAL-MILTON INC,199 REEDSDALE ROAD,MILTON,MA,02186,42.24158900000001,-71.082651,6176964600,0.0,8585
27379046-608b-32f0-9df7-8c833cf5d11d,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,02115,42.33196,-71.020173,6177325500,0.0,2606
226098a2-6a40-3588-b5bb-db56c3a30a04,GOOD SAMARITAN MEDICAL CENTER,235 NORTH PEARL STREET,BROCKTON,MA,02301,42.082543,-71.024638,5084273000,0.0,10926
b7175ab4-bde5-3848-891b-579bccb77c7c,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,02111,42.33196,-71.020173,6176365000,0.0,2290
d733d4a9-080d-3593-b910-2366e652b7ea,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,02130,42.33196,-71.020173,6179837000,0.0,1490
3bd5eda0-16da-3ba5-8500-4dfd6ae118b8,NORWOOD HOSPITAL,800 WASHINGTON STREET,NORWOOD,MA,02062,42.18736,-71.195955,5087721000,0.0,10977
d5117822-5756-389d-9547-891a372d580f,FALMOUTH HOSPITAL,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,02540,41.57072,-70.556682,5085485300,0.0,11213
f99c74cc-7d1a-3f95-9a33-4a9357bf2f2a,UMASS MEMORIAL MEDICAL CENTER INC,55 LAKE AVENUE NORTH,WORCESTER,MA,01655,42.269478,-71.807783,5083341000,0.0,6486
6f122869-a856-3d65-8db9-099bf4f5bbb8,LAHEY HOSPITAL & MEDICAL CENTER  BURLINGTON,41 & 45 MALL ROAD,BURLINGTON,MA,01803,42.503227,-71.201713,7817445100,0.0,8642
465de31f-3098-365c-af70-48a071e1f5aa,METROWEST MEDICAL CENTER,115 LINCOLN STREET,FRAMINGHAM,MA,01701,42.307905,-71.436196,5083831000,0.0,17118
1eaf97fa-9de6-38de-a9c4-6efe5dc574be,ST VINCENT HOSPITAL,123 SUMMER STREET,WORCESTER,MA,01608,42.269478,-71.807783,5083635000,0.0,5699
